import time: self [us] | cumulative | imported package
import time:       284 |        983 |                                 litellm.llms.openai.image_generation.guardrail_translation.handler
import time:       130 |       1112 |                               litellm.llms.openai.image_generation.guardrail_translation
import time:       155 |       1700 |                             litellm.llms.openai.image_generation
import time:       227 |       1927 |                           litellm.llms.azure.image_generation.dall_e_2_transformation
import time:       142 |        142 |                           litellm.llms.azure.image_generation.dall_e_3_transformation
import time:       114 |        114 |                           litellm.llms.azure.image_generation.gpt_transformation
import time:        97 |         97 |                           litellm.llms.azure.image_generation.http_utils
import time:       169 |       2446 |                         litellm.llms.azure.image_generation
import time:       600 |       3046 |                       litellm.llms.azure.azure
import time:       266 |       3370 |                     litellm.llms.azure.realtime.handler
import time:        42 |         42 |                       litellm.llms.bedrock.realtime
import time:       500 |        500 |                       litellm.llms.bedrock.realtime.transformation
import time:       370 |        911 |                     litellm.llms.bedrock.realtime.handler
import time:        41 |         41 |                       litellm.llms.openai.realtime
import time:        45 |         45 |                           litellm.files
import time:       349 |        393 |                         litellm.files.types
import time:       172 |        172 |                                     xml.etree
import time:       327 |        327 |                                     xml.etree.ElementPath
import time:       113 |        113 |                                       pyexpat
import time:        76 |        188 |                                     _elementtree
import time:       670 |       1357 |                                   xml.etree.ElementTree
import time:       272 |        272 |                                   litellm.types.llms.ollama
import time:       452 |        452 |                                   litellm.types.llms.cohere
import time:      4887 |       6966 |                                 litellm.litellm_core_utils.prompt_templates.factory
import time:       958 |        958 |                                 litellm.llms.bedrock.chat.converse_transformation
import time:        54 |         54 |                                   litellm.llms.bedrock.chat.invoke_transformations
import time:       419 |        419 |                                         litellm.passthrough.utils
import time:       602 |       1021 |                                       litellm.passthrough.main
import time:       137 |       1157 |                                     litellm.passthrough
import time:        19 |       1175 |                                   litellm.passthrough.utils
import time:       292 |       1520 |                                 litellm.llms.bedrock.chat.invoke_transformations.amazon_openai_transformation
import time:       774 |      10217 |                               litellm.llms.bedrock.chat.invoke_handler
import time:       276 |      10493 |                             litellm.llms.bedrock.chat.converse_handler
import time:       126 |      10618 |                           litellm.llms.bedrock.chat
import time:        15 |      10633 |                         litellm.llms.bedrock.chat.invoke_handler
import time:       248 |        248 |                         litellm.llms.openai.chat.o_series_transformation
import time:      2933 |      14206 |                       litellm.llms.openai.openai
import time:       238 |      14485 |                     litellm.llms.openai.realtime.handler
import time:       147 |        147 |                       litellm.llms.vertex_ai.realtime
import time:        43 |         43 |                         litellm.llms.gemini.realtime
import time:        45 |         45 |                           litellm.llms.vertex_ai.gemini
import time:      3335 |       3335 |                           litellm.types.llms.gemini
import time:       621 |        621 |                           litellm.llms.vertex_ai.vertex_llm_base
import time:       600 |        600 |                           litellm.llms.vertex_ai.gemini.transformation
import time:      1227 |       5827 |                         litellm.llms.vertex_ai.gemini.vertex_and_google_ai_studio_gemini
import time:        49 |         49 |                           litellm.responses.litellm_completion_transformation
import time:        41 |         41 |                               litellm.proxy.spend_tracking
import time:       335 |        375 |                             litellm.proxy.spend_tracking.cold_storage_handler
import time:       259 |        634 |                           litellm.responses.litellm_completion_transformation.session_handler
import time:       953 |       1635 |                         litellm.responses.litellm_completion_transformation.transformation
import time:       638 |       8142 |                       litellm.llms.gemini.realtime.transformation
import time:       426 |       8714 |                     litellm.llms.vertex_ai.realtime.transformation
import time:       299 |        299 |                         litellm.llms.xai.realtime.handler
import time:       386 |        685 |                       litellm.llms.xai.realtime
import time:        16 |        701 |                     litellm.llms.xai.realtime.handler
import time:       511 |      41361 |                   litellm.realtime_api.main
import time:       147 |        147 |                   litellm.litellm_core_utils.fallback_utils
import time:       719 |        719 |                   litellm.litellm_core_utils.streaming_chunk_builder_utils
import time:       338 |        338 |                   litellm.llms.azure.audio_transcriptions
import time:        41 |         41 |                     litellm.llms.azure.chat
import time:       260 |        300 |                   litellm.llms.azure.chat.o_series_handler
import time:        40 |         40 |                     litellm.llms.azure.completion
import time:        42 |         42 |                       litellm.llms.openai.completion
import time:       213 |        213 |                       litellm.llms.openai.completion.utils
import time:       666 |        920 |                     litellm.llms.openai.completion.transformation
import time:       239 |       1197 |                   litellm.llms.azure.completion.handler
import time:       166 |        166 |                         litellm.llms.azure_ai.anthropic.transformation
import time:       223 |        388 |                       litellm.llms.azure_ai.anthropic.handler
import time:        46 |         46 |                             litellm.llms.anthropic.experimental_pass_through
import time:        93 |        138 |                           litellm.llms.anthropic.experimental_pass_through.messages
import time:       133 |        133 |                           litellm.types.llms.anthropic_tool_search
import time:       430 |        700 |                         litellm.llms.anthropic.experimental_pass_through.messages.transformation
import time:       152 |        852 |                       litellm.llms.azure_ai.anthropic.messages_transformation
import time:       128 |       1367 |                     litellm.llms.azure_ai.anthropic
import time:        14 |       1381 |                   litellm.llms.azure_ai.anthropic.handler
import time:       200 |        200 |                       litellm.types.llms.azure_ai
import time:       274 |        274 |                       litellm.llms.azure_ai.embed.cohere_transformation
import time:       351 |        823 |                     litellm.llms.azure_ai.embed.handler
import time:       123 |        946 |                   litellm.llms.azure_ai.embed
import time:        38 |         38 |                       litellm.llms.cohere.embed
import time:       159 |        159 |                       litellm.llms.cohere.embed.v1_transformation
import time:       220 |        416 |                     litellm.llms.cohere.embed.handler
import time:       186 |        186 |                     litellm.llms.bedrock.embed.amazon_nova_transformation
import time:       137 |        137 |                     litellm.llms.bedrock.embed.amazon_titan_g1_transformation
import time:       250 |        250 |                     litellm.llms.bedrock.embed.amazon_titan_multimodal_transformation
import time:       361 |        361 |                       litellm.llms.cohere.embed.transformation
import time:       172 |        533 |                     litellm.llms.bedrock.embed.cohere_transformation
import time:       254 |        254 |                     litellm.llms.bedrock.embed.twelvelabs_marengo_transformation
import time:       360 |       2133 |                   litellm.llms.bedrock.embed.embedding
import time:       321 |        321 |                         litellm.llms.bedrock.image_edit.amazon_nova_canvas_image_edit_transformation
import time:       404 |        404 |                           litellm.types.llms.stability
import time:       314 |        718 |                         litellm.llms.bedrock.image_edit.stability_transformation
import time:       585 |       1623 |                       litellm.llms.bedrock.image_edit.handler
import time:       111 |       1734 |                     litellm.llms.bedrock.image_edit
import time:        15 |       1748 |                   litellm.llms.bedrock.image_edit.handler
import time:        38 |         38 |                     litellm.llms.bedrock.image_generation
import time:       169 |        169 |                     litellm.llms.bedrock.image_generation.amazon_nova_canvas_transformation
import time:       176 |        176 |                     litellm.llms.bedrock.image_generation.amazon_stability1_transformation
import time:       155 |        155 |                     litellm.llms.bedrock.image_generation.amazon_stability3_transformation
import time:       152 |        152 |                     litellm.llms.bedrock.image_generation.amazon_titan_transformation
import time:       572 |       1260 |                   litellm.llms.bedrock.image_generation.image_handler
import time:        46 |         46 |                       litellm.llms.bytez
import time:        98 |        144 |                     litellm.llms.bytez.chat
import time:       416 |        416 |                     litellm.llms.bytez.common_utils
import time:       470 |       1028 |                   litellm.llms.bytez.chat.transformation
import time:        40 |         40 |                       litellm.llms.clarifai
import time:        85 |        124 |                     litellm.llms.clarifai.chat
import time:       208 |        331 |                   litellm.llms.clarifai.chat.transformation
import time:        29 |         29 |                       litellm.llms.codestral
import time:        75 |        103 |                     litellm.llms.codestral.completion
import time:       437 |        539 |                   litellm.llms.codestral.completion.handler
import time:        36 |         36 |                       litellm.llms.base_llm.image_variations
import time:       215 |        250 |                     litellm.llms.base_llm.image_variations.transformation
import time:       429 |        429 |                     litellm.llms.custom_httpx.aiohttp_transport
import time:       367 |       1044 |                   litellm.llms.custom_httpx.aiohttp_handler
import time:        37 |         37 |                     litellm.llms.databricks.embed
import time:        38 |         38 |                       litellm.llms.openai_like.embedding
import time:       143 |        143 |                       litellm.llms.openai_like.common_utils
import time:       291 |        472 |                     litellm.llms.openai_like.embedding.handler
import time:       613 |        613 |                     litellm.llms.databricks.common_utils
import time:       187 |       1307 |                   litellm.llms.databricks.embed.handler
import time:        42 |         42 |                       litellm.llms.groq
import time:        90 |        132 |                     litellm.llms.groq.chat
import time:       289 |        289 |                     litellm.llms.groq.chat.transformation
import time:       229 |        229 |                       litellm.llms.databricks.streaming_utils
import time:       192 |        420 |                     litellm.llms.openai_like.chat.handler
import time:       202 |       1042 |                   litellm.llms.groq.chat.handler
import time:        39 |         39 |                       litellm.llms.heroku
import time:        87 |        125 |                     litellm.llms.heroku.chat
import time:       304 |        428 |                   litellm.llms.heroku.chat.transformation
import time:        32 |         32 |                       litellm.llms.huggingface
import time:        85 |        117 |                     litellm.llms.huggingface.embedding
import time:       166 |        166 |                     litellm.llms.huggingface.common_utils
import time:       403 |        403 |                     litellm.llms.huggingface.embedding.transformation
import time:       286 |        970 |                   litellm.llms.huggingface.embedding.handler
import time:        37 |         37 |                     litellm.llms.lemonade.chat
import time:       204 |        241 |                   litellm.llms.lemonade.chat.transformation
import time:        30 |         30 |                       litellm.llms.nlp_cloud
import time:        76 |        105 |                     litellm.llms.nlp_cloud.chat
import time:       144 |        144 |                       litellm.llms.nlp_cloud.common_utils
import time:       180 |        324 |                     litellm.llms.nlp_cloud.chat.transformation
import time:       243 |        671 |                   litellm.llms.nlp_cloud.chat.handler
import time:        34 |         34 |                       litellm.llms.oci
import time:        84 |        118 |                     litellm.llms.oci.chat
import time:       680 |        680 |                         litellm.llms.oci.common_utils
import time:     12123 |      12123 |                         litellm.types.llms.oci
import time:       355 |      13157 |                       litellm.llms.oci.chat.generic
import time:       174 |      13330 |                     litellm.llms.oci.chat.cohere
import time:       505 |      13952 |                   litellm.llms.oci.chat.transformation
import time:        76 |         76 |                     litellm.llms.ollama
import time:       154 |        229 |                   litellm.llms.ollama.completion
import time:       269 |        269 |                   litellm.llms.ollama.completion.handler
import time:        56 |         56 |                     litellm.llms.oobabooga
import time:       115 |        171 |                   litellm.llms.oobabooga.chat
import time:       139 |        139 |                     litellm.llms.oobabooga.common_utils
import time:       167 |        167 |                     litellm.llms.oobabooga.chat.transformation
import time:       233 |        538 |                   litellm.llms.oobabooga.chat.oobabooga
import time:       308 |        308 |                   litellm.llms.openai.completion.handler
import time:        42 |         42 |                     litellm.llms.openai.image_variations
import time:       266 |        308 |                   litellm.llms.openai.image_variations.handler
import time:       127 |        127 |                       litellm.llms.nvidia_riva
import time:       155 |        281 |                     litellm.llms.nvidia_riva.audio_transcription
import time:       138 |        138 |                         litellm.llms.nvidia_riva.common_utils
import time:       336 |        473 |                       litellm.llms.nvidia_riva.audio_transcription.transformation
import time:       551 |       1024 |                     litellm.llms.nvidia_riva.audio_transcription.audio_utils
import time:       398 |       1702 |                   litellm.llms.nvidia_riva.audio_transcription.handler
import time:        47 |         47 |                     litellm.llms.openai.transcriptions
import time:       287 |        334 |                   litellm.llms.openai.transcriptions.handler
import time:        38 |         38 |                       litellm.llms.ovhcloud
import time:       343 |        380 |                     litellm.llms.ovhcloud.chat
import time:       113 |        113 |                     litellm.llms.ovhcloud.utils
import time:       231 |        723 |                   litellm.llms.ovhcloud.chat.transformation
import time:        31 |         31 |                     litellm.llms.petals
import time:        81 |        111 |                   litellm.llms.petals.completion
import time:       129 |        129 |                     litellm.llms.petals.common_utils
import time:       292 |        420 |                   litellm.llms.petals.completion.handler
import time:        31 |         31 |                       litellm.llms.predibase
import time:        77 |        108 |                     litellm.llms.predibase.chat
import time:       139 |        139 |                     litellm.llms.predibase.common_utils
import time:       410 |        656 |                   litellm.llms.predibase.chat.handler
import time:        36 |         36 |                       litellm.llms.replicate
import time:        88 |        123 |                     litellm.llms.replicate.chat
import time:       105 |        105 |                     litellm.llms.replicate.common_utils
import time:       324 |        324 |                     litellm.llms.replicate.chat.transformation
import time:       224 |        775 |                   litellm.llms.replicate.chat.handler
import time:        35 |         35 |                       litellm.llms.sagemaker
import time:        85 |        120 |                     litellm.llms.sagemaker.chat
import time:       229 |        229 |                     litellm.llms.sagemaker.common_utils
import time:       200 |        200 |                     litellm.llms.sagemaker.chat.transformation
import time:       213 |        760 |                   litellm.llms.sagemaker.chat.handler
import time:        35 |         35 |                     litellm.llms.sagemaker.completion
import time:       170 |        170 |                     litellm.llms.sagemaker.completion.transformation
import time:        31 |         31 |                       litellm.llms.sagemaker.embedding
import time:        28 |         28 |                           litellm.llms.voyage
import time:        74 |        102 |                         litellm.llms.voyage.embedding
import time:       206 |        308 |                       litellm.llms.voyage.embedding.transformation
import time:       156 |        156 |                       litellm.llms.sagemaker.embedding.cohere_transformation
import time:       224 |        717 |                     litellm.llms.sagemaker.embedding.transformation
import time:       268 |       1189 |                   litellm.llms.sagemaker.completion.handler
import time:       105 |        105 |                       litellm.llms.sap
import time:       148 |        252 |                     litellm.llms.sap.chat
import time:       362 |        614 |                   litellm.llms.sap.chat.handler
import time:       303 |        303 |                   litellm.llms.vertex_ai.vertex_ai_non_gemini
import time:        47 |         47 |                     litellm.llms.vertex_ai.gemini_embeddings
import time:       495 |        495 |                     litellm.llms.vertex_ai.gemini_embeddings.batch_embed_content_transformation
import time:       434 |        975 |                   litellm.llms.vertex_ai.gemini_embeddings.batch_embed_content_handler
import time:       592 |        592 |                       litellm.llms.vertex_ai.image_generation.vertex_gemini_transformation
import time:       299 |        299 |                       litellm.llms.vertex_ai.image_generation.vertex_imagen_transformation
import time:       175 |       1065 |                     litellm.llms.vertex_ai.image_generation
import time:       322 |       1386 |                   litellm.llms.vertex_ai.image_generation.image_generation_handler
import time:        34 |         34 |                     litellm.llms.vertex_ai.multimodal_embeddings
import time:       312 |        312 |                     litellm.llms.vertex_ai.multimodal_embeddings.transformation
import time:       204 |        549 |                   litellm.llms.vertex_ai.multimodal_embeddings.embedding_handler
import time:       211 |        211 |                     litellm.llms.vertex_ai.vertex_ai_partner_models
import time:       404 |        614 |                   litellm.llms.vertex_ai.vertex_ai_partner_models.main
import time:       232 |        232 |                   litellm.llms.vertex_ai.vertex_embeddings.embedding_handler
import time:       235 |        235 |                     litellm.llms.vertex_ai.vertex_gemma_models
import time:       251 |        486 |                   litellm.llms.vertex_ai.vertex_gemma_models.main
import time:        37 |         37 |                     litellm.llms.vertex_ai.vertex_model_garden
import time:       273 |        310 |                   litellm.llms.vertex_ai.vertex_model_garden.main
import time:        34 |         34 |                     litellm.llms.vllm
import time:        83 |        117 |                   litellm.llms.vllm.completion
import time:       277 |        277 |                   litellm.llms.vllm.completion.handler
import time:       114 |        114 |                       litellm.llms.watsonx
import time:       147 |        260 |                     litellm.llms.watsonx.chat
import time:       642 |        642 |                       litellm.types.llms.watsonx
import time:       367 |       1008 |                     litellm.llms.watsonx.common_utils
import time:       210 |        210 |                     litellm.llms.watsonx.chat.transformation
import time:       201 |       1677 |                   litellm.llms.watsonx.chat.handler
import time:      2351 |      95303 |                 litellm.main
import time:       244 |        244 |                       litellm.compression.content_detection
import time:       359 |        603 |                     litellm.compression.message_stubbing
import time:       126 |        126 |                     litellm.compression.retrieval_tool
import time:       192 |        192 |                         litellm.compression.scoring.bm25
import time:       135 |        135 |                         litellm.compression.scoring.embedding_scorer
import time:       122 |        448 |                       litellm.compression.scoring
import time:        14 |        462 |                     litellm.compression.scoring.bm25
import time:       148 |        148 |                         tiktoken.load
import time:     64592 |      64740 |                       litellm.litellm_core_utils.default_encoding
import time:       603 |      65343 |                     litellm.litellm_core_utils.token_counter
import time:       260 |        260 |                     litellm.types.compression
import time:       720 |      67511 |                   litellm.compression.compress
import time:       135 |      67645 |                 litellm.compression
import time:       561 |        561 |                     litellm.skills.main
import time:       157 |        718 |                   litellm.skills
import time:        19 |        737 |                 litellm.skills.main
import time:       651 |        651 |                     litellm.evals.main
import time:       136 |        786 |                   litellm.evals
import time:        15 |        801 |                 litellm.evals.main
import time:       158 |        158 |                 litellm.llms.custom_httpx.async_client_cleanup
import time:       281 |        281 |                 litellm.budget_manager
import time:      1193 |       1193 |                 litellm.proxy.proxy_cli
import time:       172 |        172 |                   litellm.litellm_core_utils.credential_accessor
import time:        42 |         42 |                     litellm.router_strategy
import time:       195 |        195 |                     litellm.litellm_core_utils.duration_parser
import time:       233 |        233 |                     litellm.router_strategy.tag_based_routing
import time:       179 |        179 |                     litellm.router_utils.cooldown_callbacks
import time:       583 |       1230 |                   litellm.router_strategy.budget_limiter
import time:       157 |        157 |                   litellm.router_strategy.least_busy
import time:       211 |        211 |                   litellm.router_strategy.lowest_cost
import time:       669 |        669 |                   litellm.router_strategy.lowest_latency
import time:       320 |        320 |                   litellm.router_strategy.lowest_tpm_rpm
import time:       420 |        420 |                     litellm.router_strategy.base_routing_strategy
import time:       384 |        803 |                   litellm.router_strategy.lowest_tpm_rpm_v2
import time:       136 |        136 |                   litellm.router_strategy.simple_shuffle
import time:       123 |        123 |                   litellm.router_utils.add_retry_fallback_headers
import time:       133 |        133 |                   litellm.router_utils.client_initalization_utils
import time:       128 |        128 |                   litellm.router_utils.clientside_credential_handler
import time:       176 |        176 |                   litellm.router_utils.common_utils
import time:       205 |        205 |                   litellm.router_utils.cooldown_cache
import time:        41 |         41 |                       litellm.router_utils.router_callbacks
import time:       173 |        214 |                     litellm.router_utils.router_callbacks.track_deployment_metrics
import time:       280 |        493 |                   litellm.router_utils.cooldown_handlers
import time:       170 |        170 |                   litellm.router_utils.fallback_event_handlers
import time:       161 |        161 |                   litellm.router_utils.get_retry_from_policy
import time:       142 |        142 |                   litellm.router_utils.handle_error
import time:       278 |        278 |                   litellm.router_utils.health_state_cache
import time:        47 |         47 |                     litellm.router_utils.pre_call_checks
import time:       337 |        384 |                   litellm.router_utils.pre_call_checks.deployment_affinity_check
import time:       231 |        231 |                   litellm.router_utils.pre_call_checks.model_rate_limit_check
import time:       212 |        212 |                     litellm.router_utils.prompt_caching_cache
import time:       320 |        532 |                   litellm.router_utils.pre_call_checks.prompt_caching_deployment_check
import time:       576 |        576 |                   litellm.scheduler
import time:       334 |        334 |                   litellm.router_utils.pattern_match_deployments
import time:      2416 |      10169 |                 litellm.router
import time:        44 |         44 |                   litellm.assistants
import time:       562 |        562 |                   litellm.llms.azure.assistants
import time:       554 |        554 |                   litellm.assistants.utils
import time:       514 |       1672 |                 litellm.assistants.main
import time:        47 |         47 |                     litellm.llms.azure.batches
import time:       304 |        350 |                   litellm.llms.azure.batches.handler
import time:        40 |         40 |                     litellm.llms.bedrock.batches
import time:       286 |        326 |                   litellm.llms.bedrock.batches.handler
import time:        40 |         40 |                     litellm.llms.vertex_ai.batches
import time:       192 |        192 |                     litellm.llms.vertex_ai.batches.transformation
import time:       379 |        611 |                   litellm.llms.vertex_ai.batches.handler
import time:       508 |       1793 |                 litellm.batches.main
import time:       207 |        207 |                   litellm.images
import time:       201 |        201 |                         litellm.llms.black_forest_labs.common_utils
import time:       231 |        231 |                             litellm.llms.black_forest_labs.image_edit.transformation
import time:       406 |        637 |                           litellm.llms.black_forest_labs.image_edit.handler
import time:       337 |        973 |                         litellm.llms.black_forest_labs.image_edit
import time:       159 |        159 |                             litellm.llms.black_forest_labs.image_generation.transformation
import time:       325 |        484 |                           litellm.llms.black_forest_labs.image_generation.handler
import time:       113 |        597 |                         litellm.llms.black_forest_labs.image_generation
import time:       213 |       1982 |                       litellm.llms.black_forest_labs
import time:        10 |       1992 |                     litellm.llms.black_forest_labs.image_edit
import time:        11 |       2002 |                   litellm.llms.black_forest_labs.image_edit.handler
import time:       598 |       2806 |                 litellm.images.main
import time:       168 |        168 |                       litellm.types.videos.utils
import time:       151 |        151 |                       litellm.videos.utils
import time:       628 |        946 |                     litellm.videos.main
import time:       125 |       1071 |                   litellm.videos
import time:        14 |       1085 |                 litellm.videos.main
import time:        39 |         39 |                   litellm.batch_completion
import time:       217 |        255 |                 litellm.batch_completion.main
import time:        40 |         40 |                   litellm.rerank_api
import time:        47 |         47 |                     litellm.llms.bedrock.rerank
import time:       172 |        172 |                     litellm.llms.bedrock.rerank.transformation
import time:       260 |        478 |                   litellm.llms.bedrock.rerank.handler
import time:        44 |         44 |                     litellm.llms.together_ai.rerank
import time:       135 |        135 |                     litellm.llms.together_ai.rerank.transformation
import time:       204 |        383 |                   litellm.llms.together_ai.rerank.handler
import time:       112 |        112 |                   litellm.rerank_api.rerank_utils
import time:       419 |       1429 |                 litellm.rerank_api.main
import time:      3431 |       3431 |                   litellm.types.llms.anthropic_messages.anthropic_request
import time:       175 |        175 |                   litellm.llms.anthropic.experimental_pass_through.utils
import time:       188 |        188 |                           litellm.llms.anthropic.experimental_pass_through.context_management.constants
import time:       182 |        182 |                                 litellm.llms.anthropic.experimental_pass_through.context_management.placeholders
import time:       272 |        453 |                               litellm.llms.anthropic.experimental_pass_through.context_management.editors.clear_tool_uses
import time:       373 |        373 |                                 litellm.llms.anthropic.experimental_pass_through.context_management.errors
import time:       603 |        603 |                                 litellm.llms.anthropic.experimental_pass_through.context_management.result
import time:       524 |       1499 |                               litellm.llms.anthropic.experimental_pass_through.context_management.editors.compact
import time:       155 |       2106 |                             litellm.llms.anthropic.experimental_pass_through.context_management.editors
import time:       207 |       2313 |                           litellm.llms.anthropic.experimental_pass_through.context_management.dispatcher
import time:       149 |       2649 |                         litellm.llms.anthropic.experimental_pass_through.context_management
import time:       339 |        339 |                         litellm.llms.anthropic.experimental_pass_through.adapters.streaming_iterator
import time:       717 |       3704 |                       litellm.llms.anthropic.experimental_pass_through.adapters.transformation
import time:       134 |       3837 |                     litellm.llms.anthropic.experimental_pass_through.adapters
import time:       515 |       4352 |                   litellm.llms.anthropic.experimental_pass_through.adapters.handler
import time:       272 |        272 |                       litellm.llms.anthropic.experimental_pass_through.responses_adapters.transformation
import time:       128 |        400 |                     litellm.llms.anthropic.experimental_pass_through.responses_adapters
import time:       287 |        287 |                     litellm.llms.anthropic.experimental_pass_through.responses_adapters.streaming_iterator
import time:       221 |        907 |                   litellm.llms.anthropic.experimental_pass_through.responses_adapters.handler
import time:       154 |        154 |                       litellm.llms.anthropic.experimental_pass_through.messages.interceptors.base
import time:       453 |        606 |                     litellm.llms.anthropic.experimental_pass_through.messages.interceptors.advisor
import time:       146 |        751 |                   litellm.llms.anthropic.experimental_pass_through.messages.interceptors
import time:       164 |        164 |                   litellm.llms.anthropic.experimental_pass_through.messages.utils
import time:       418 |      10194 |                 litellm.llms.anthropic.experimental_pass_through.messages.handler
import time:        43 |         43 |                                 litellm.llms.base_llm.bridges
import time:       250 |        292 |                               litellm.llms.base_llm.bridges.completion_transformation
import time:       260 |        260 |                               litellm.responses.sse_output_recovery
import time:       808 |       1359 |                             litellm.completion_extras.litellm_responses_transformation.transformation
import time:       356 |       1715 |                           litellm.completion_extras.litellm_responses_transformation.handler
import time:       178 |       1893 |                         litellm.completion_extras.litellm_responses_transformation
import time:       128 |       2020 |                       litellm.completion_extras
import time:        13 |       2033 |                     litellm.completion_extras.litellm_responses_transformation
import time:        14 |       2047 |                   litellm.completion_extras.litellm_responses_transformation.transformation
import time:       412 |        412 |                     litellm.responses.litellm_completion_transformation.streaming_iterator
import time:       357 |        769 |                   litellm.responses.litellm_completion_transformation.handler
import time:       680 |       3495 |                 litellm.responses.main
import time:     42844 |      42844 |                                     litellm.types.interactions.generated
import time:       249 |      43092 |                                   litellm.types.interactions
import time:       409 |      43501 |                                 litellm.llms.base_llm.interactions.transformation
import time:       157 |      43657 |                               litellm.llms.base_llm.interactions
import time:        19 |      43676 |                             litellm.llms.base_llm.interactions.transformation
import time:       291 |      43967 |                           litellm.interactions.streaming_iterator
import time:       312 |      44279 |                         litellm.interactions.http_handler
import time:       303 |        303 |                           litellm.llms.base_llm.agents
import time:       400 |        702 |                         litellm.llms.base_llm.agents.transformation
import time:       255 |      45235 |                       litellm.interactions.agents.http_handler
import time:       163 |        163 |                       litellm.interactions.agents.utils
import time:       305 |      45703 |                     litellm.interactions.agents.main
import time:       214 |      45917 |                   litellm.interactions.agents
import time:       171 |        171 |                     litellm.interactions.utils
import time:       409 |        579 |                   litellm.interactions.main
import time:       170 |      46664 |                 litellm.interactions
import time:       265 |        265 |                       litellm.containers.utils
import time:       312 |        312 |                       litellm.llms.custom_httpx.container_handler
import time:       561 |       1137 |                     litellm.containers.endpoint_factory
import time:       506 |        506 |                     litellm.containers.main
import time:       143 |       1785 |                   litellm.containers
import time:        15 |       1799 |                 litellm.containers.main
import time:       422 |        422 |                     litellm.ocr.main
import time:       120 |        541 |                   litellm.ocr
import time:        15 |        555 |                 litellm.ocr.main
import time:       176 |        176 |                               litellm.rag.ingestion.file_parsers.pdf_parser
import time:       143 |        319 |                             litellm.rag.ingestion.file_parsers
import time:       290 |        290 |                               litellm.rag.text_splitters.recursive_character_text_splitter
import time:       123 |        412 |                             litellm.rag.text_splitters
import time:      1532 |       1532 |                             litellm.types.rag
import time:       339 |       2601 |                           litellm.rag.ingestion.base_ingestion
import time:       427 |        427 |                           litellm.rag.ingestion.bedrock_ingestion
import time:       161 |        161 |                           litellm.rag.ingestion.gemini_ingestion
import time:       124 |        124 |                                   litellm.vector_store_files.utils
import time:       516 |        640 |                                 litellm.vector_store_files.main
import time:       127 |        766 |                               litellm.vector_store_files
import time:        15 |        781 |                             litellm.vector_store_files.main
import time:       145 |        145 |                                   litellm.vector_stores.utils
import time:       546 |        690 |                                 litellm.vector_stores.main
import time:       282 |        282 |                                 litellm.vector_stores.vector_store_registry
import time:       127 |       1098 |                               litellm.vector_stores
import time:        16 |       1114 |                             litellm.vector_stores.main
import time:       264 |       2158 |                           litellm.rag.ingestion.openai_ingestion
import time:       213 |        213 |                           litellm.rag.ingestion.s3_vectors_ingestion
import time:       189 |        189 |                           litellm.rag.ingestion.vertex_ai_ingestion
import time:       171 |       5916 |                         litellm.rag.ingestion
import time:        18 |       5933 |                       litellm.rag.ingestion.base_ingestion
import time:       352 |        352 |                       litellm.rag.rag_query
import time:       763 |       7047 |                     litellm.rag.main
import time:       166 |       7212 |                   litellm.rag
import time:        42 |       7253 |                 litellm.rag.main
import time:       187 |        187 |                     litellm.search.cost_calculator
import time:       205 |        205 |                     litellm.search.main
import time:       137 |        527 |                   litellm.search
import time:        32 |        559 |                 litellm.search.main
import time:        41 |         41 |                   litellm.fine_tuning
import time:        51 |         51 |                     litellm.llms.azure.fine_tuning
import time:        50 |         50 |                       litellm.llms.openai.fine_tuning
import time:       300 |        349 |                     litellm.llms.openai.fine_tuning.handler
import time:       230 |        629 |                   litellm.llms.azure.fine_tuning.handler
import time:        42 |         42 |                     litellm.llms.vertex_ai.fine_tuning
import time:       239 |        239 |                     litellm.types.fine_tuning
import time:       403 |        682 |                   litellm.llms.vertex_ai.fine_tuning.handler
import time:       151 |        151 |                   litellm.caching.llm_caching_handler
import time:      4440 |       5941 |                 litellm.fine_tuning.main
import time:       291 |        291 |                   litellm.files.streaming
import time:        57 |         57 |                     litellm.llms.azure.files
import time:       378 |        435 |                   litellm.llms.azure.files.handler
import time:        42 |         42 |                     litellm.llms.bedrock.files
import time:       295 |        337 |                   litellm.llms.bedrock.files.handler
import time:        40 |         40 |                     litellm.llms.vertex_ai.files
import time:       296 |        296 |                       litellm.files.utils
import time:       533 |        829 |                     litellm.llms.vertex_ai.files.transformation
import time:       553 |       1422 |                   litellm.llms.vertex_ai.files.handler
import time:       712 |       3195 |                 litellm.files.main
import time:      1613 |       1613 |                 litellm.types.adapter
import time:       271 |        271 |                   litellm.anthropic_interface.messages
import time:       141 |        412 |                 litellm.anthropic_interface
import time:       222 |        222 |                 litellm.types.llms.custom_llm
import time:       121 |        121 |                 litellm.litellm_core_utils.cli_token_utils
import time:       294 |        294 |                           litellm.google_genai.adapters.transformation
import time:       266 |        559 |                         litellm.google_genai.adapters.handler
import time:       129 |        688 |                       litellm.google_genai.adapters
import time:        14 |        701 |                     litellm.google_genai.adapters.handler
import time:      1108 |       1809 |                   litellm.google_genai.main
import time:       113 |       1921 |                 litellm.google_genai
import time:     93521 |    1108934 |               litellm
import time:       725 |        725 |               snodo.validators.context
import time:       125 |        125 |               snodo.validators.registry
import time:       309 |    1110092 |             snodo.validators.llm_validator
